text,category,clean_text
I would like to change currency,exchange_via_app,like change currency
How do I make a currency exchange?,exchange_via_app,currency exchange
"I can't figure out how to change GBP to AUD, what do I do?",exchange_via_app,not figure change gbp aud
"I accidentally chose to exchange GBP, but I need to pick AUD. How can I change it?",exchange_via_app,accidentally choose exchange gbp need pick aud change
How can I exchange USD and GBP in the app?,exchange_via_app,exchange usd gbp app
How can I exchange currencies in the app?,exchange_via_app,exchange currency app
I need to exchange a currency - can I do that here?,exchange_via_app,need exchange currency
How can I change the currency I'm exchanging from AUD to GBP?,exchange_via_app,change currency m exchange aud gbp
What do I need to do to exchange my money?,exchange_via_app,need exchange money
"I would like to exchange currencies, how do I go upon it?",exchange_via_app,like exchange currency
What different currencies can I get?,exchange_via_app,different currency
I would like to exchange currency  What types are there?,exchange_via_app,like exchange currency type
how to exchange currencies,exchange_via_app,exchange currency
Can I use your app to exchange USD for GBP?,exchange_via_app,use app exchange usd gbp
Can this convert money?,exchange_via_app,convert money
Can you  tell me how to get AUD not GBP?,exchange_via_app,tell aud gbp
How can I trade currencies with this app?,exchange_via_app,trade currency app
Can I exchange currencies usign this app?,exchange_via_app,exchange currency usign app
Can this app be used to exchange currencies?,exchange_via_app,app exchange currency
need to exchange currencies,exchange_via_app,need exchange currency
How do I change to AUD from GBP?,exchange_via_app,change aud gbp
How do I start an exchange between GBP and AUD?,exchange_via_app,start exchange gbp aud
Whats types of currency can I exchange?,exchange_via_app,s type currency exchange
how can i exchange currencies,exchange_via_app,exchange currency
Can I exchange USD and GBP from the app?,exchange_via_app,exchange usd gbp app
What steps do I need to take to exchange currencies?,exchange_via_app,step need exchange currency
What other currencies are available to change to?,exchange_via_app,currency available change
what currencies can i exchange between on your app?,exchange_via_app,currency exchange app
Can this app exchange American and English currency?,exchange_via_app,app exchange american english currency
My plans may change so I may need to change from GBP to AUD.,exchange_via_app,plan change need change gbp aud
Does the app allow for exchanges between currencies?,exchange_via_app,app allow exchange currency
"I may no longer need GBP, but instead I will need AUD, how can I go about making this change?",exchange_via_app,long need gbp instead need aud make change
Can I use this app to change money?,exchange_via_app,use app change money
Has there been any activity on my card today?,lost_or_stolen_card,activity card today
I lost my wallet and all my cards were in it.,lost_or_stolen_card,lose wallet card
I'm panicking!  I lost my card!  Help!,lost_or_stolen_card,m panic lose card help
I need to report a stolen card,lost_or_stolen_card,need report steal card
How do I replace a stolen card?,lost_or_stolen_card,replace steal card
Can you provide information for freezing my card immediately?,lost_or_stolen_card,provide information freeze card immediately
What's the phone number to freeze a card?,lost_or_stolen_card,s phone number freeze card
I can't find my card! Can you help?,lost_or_stolen_card,not find card help
"Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP.",lost_or_stolen_card,hi vacation spain steal bag phone wallet card block asap want order new asap
Help! I lost my card!,lost_or_stolen_card,help lose card
My card is missing.  Please help.,lost_or_stolen_card,card miss help
I think that my card has been stolen!,lost_or_stolen_card,think card steal
My card was stolen,lost_or_stolen_card,card steal
A fee shouldn't apply to me if my card was stolen.,lost_or_stolen_card,fee not apply card steal
"My card has been stolen. I reported it with the police, but I need to report it with you as well.",lost_or_stolen_card,card steal report police need report
Can you tell me the status of my new card?,lost_or_stolen_card,tell status new card
My card has been stolen what do I do?,lost_or_stolen_card,card steal
"I can't find my card, it is lost.",lost_or_stolen_card,not find card lose
My card is lost!  Please help me!,lost_or_stolen_card,card lose help
I believe that my card has been stolen!,lost_or_stolen_card,believe card steal
What should I do if I think my card was stolen?,lost_or_stolen_card,think card steal
Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen.,lost_or_stolen_card,send new card block current m spain wallet steal
"I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this?",lost_or_stolen_card,think leave card restaurant claim not idea m worried fraudulently way look
My bag got stolen with all my cards. Can you please cancel my card and send a new one?,lost_or_stolen_card,bag get steal card cancel card send new
I think my card is stolen!,lost_or_stolen_card,think card steal
"Help!  I fear that my card was stolen,",lost_or_stolen_card,help fear card steal
Someone stole my card!,lost_or_stolen_card,steal card
Are you able to guide me to my card's location?,lost_or_stolen_card,able guide card location
How can I report that my card was stolen? I made a police report first.,lost_or_stolen_card,report card steal police report
My card is missing!  Help!,lost_or_stolen_card,card miss help
"My wallet was stolen, along with my cards. How do I put a freeze on my cards and order a new one?",lost_or_stolen_card,wallet steal card freeze card order new
Could you please freeze my card immediately?,lost_or_stolen_card,freeze card immediately
"i need help, i lost my card",lost_or_stolen_card,need help lose card
What can I do if I lost my card?,lost_or_stolen_card,lose card
I think that the card is stolen.  What are my next steps?,lost_or_stolen_card,think card steal step
What do I do if my card is stolen?,lost_or_stolen_card,card steal
My card is stolen.  Help!,lost_or_stolen_card,card steal help
I lost track of my card,lost_or_stolen_card,lose track card
Report stolen card,lost_or_stolen_card,report steal card
Help!  My card is stolen.,lost_or_stolen_card,help card steal
"My card was lost on vacation, I don't know where it is. Can you help me take care of this immediately?",lost_or_stolen_card,card lose vacation not know help care immediately
I have lost my card! What is my next step?,lost_or_stolen_card,lose card step
My card has been lost! help!,lost_or_stolen_card,card lose help
What do I do if my card has been lost or stolen?,lost_or_stolen_card,card lose steal
Help Me!  I lost my card.  What should I do?,lost_or_stolen_card,help lose card
Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered.,lost_or_stolen_card,steal wallet card vacation spain need card block new order
Who can I speak with regarding a lost card?,lost_or_stolen_card,speak lost card
My card has gone missing.,lost_or_stolen_card,card go miss
oh my god I lost my card! what should I do?,lost_or_stolen_card,oh god lose card
I can't find my card!  What should I do?,lost_or_stolen_card,not find card
What is the first step that I should take after my card has been stolen?,lost_or_stolen_card,step card steal
I seem to have lost my card.,lost_or_stolen_card,lose card
My card was stolen. What do I need to do?,lost_or_stolen_card,card steal need
Someone took my card without permission,lost_or_stolen_card,take card permission
I lost my card n need a new one.,lost_or_stolen_card,lose card n need new
My card has been lost / stolen,lost_or_stolen_card,card lose steal
I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card?,lost_or_stolen_card,misplace card not know place card look account tell place card
Please help me.  My card is missing.,lost_or_stolen_card,help card miss
"I lost my card, what do I do now?",lost_or_stolen_card,lose card
I need to order a new card as my other one was stolen.,lost_or_stolen_card,need order new card steal
I think someone stole my card because I can't find it.,lost_or_stolen_card,think steal card not find
What are the steps I need to do if I have a stolen card?,lost_or_stolen_card,step need steal card
I cant find my card.,lost_or_stolen_card,not find card
I think my card is lost.  What do I do?,lost_or_stolen_card,think card lose
What should I do if my card is stolen?,lost_or_stolen_card,card steal
How do I deactivate a stolen card?,lost_or_stolen_card,deactivate steal card
"I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away.",lost_or_stolen_card,want block card deactivate steal not want misuse want handle right away
Someone took my card without my permission.,lost_or_stolen_card,take card permission
Need help with a stolen card.,lost_or_stolen_card,need help steal card
"help, lost my card",lost_or_stolen_card,help lose card
What do I do if my card was stolen.,lost_or_stolen_card,card steal
I think my wallet fell out on the Tube today! I realized as soon as I got to my desk. How do I cut off the card?,lost_or_stolen_card,think wallet fall tube today realize soon get desk cut card
My card is missing.,lost_or_stolen_card,card miss
How do I report my card as lost or stolen?,lost_or_stolen_card,report card lose steal
Is there any way for you to find my card?,lost_or_stolen_card,way find card
I've lost my card. What can I do about that?,lost_or_stolen_card,ve lose card
I left my card at a restaurant and now its missing.,lost_or_stolen_card,leave card restaurant miss
Can you help me retrieve my card?,lost_or_stolen_card,help retrieve card
I lost my card. Can you help me?,lost_or_stolen_card,lose card help
What should I do?  My card has been stolen!,lost_or_stolen_card,card steal
My card was stolen last night.,lost_or_stolen_card,card steal night
Could you assist me in finding my lost card?,lost_or_stolen_card,assist find lose card
I want to open an account for my children,age_limit,want open account child
How old do you need to be to use the banks services?,age_limit,old need use bank service
Whats the minimum age to have an account,age_limit,s minimum age account
Can my children open an account?,age_limit,child open account
How old do I need to be?,age_limit,old need
What are age requirements for opening an account?,age_limit,age requirement open account
Is there any age limit?,age_limit,age limit
We want to start a college fund for my daughter.,age_limit,want start college fund daughter
Hold old do my kids have to be to use the service?,age_limit,hold old kid use service
Can I start an account for my kids?,age_limit,start account kid
How old does my daughter have to be to open an account?,age_limit,old daughter open account
What is minimum age for an account?,age_limit,minimum age account
What is needed for my daughter to open an account?,age_limit,need daughter open account
What about my children?,age_limit,child
What is the process for setting up and account for my child?,age_limit,process set account child
Is there an age limit to open an account,age_limit,age limit open account
How old do my kids have to be use this?,age_limit,old kid use
Can I make an account for my kids?,age_limit,account kid
I'd like to open an account for my kids can I do that?,age_limit,d like open account kid
Would it be possible to open up an account for children?,age_limit,possible open account child
Do you have any age limit?,age_limit,age limit
If I want my son to have his own account is that possible?,age_limit,want son account possible
Could I open an account for children?,age_limit,open account child
What does my daughter need to open an account?,age_limit,daughter need open account
Can my children get an account?,age_limit,child account
What is the age limit for an account?,age_limit,age limit account
What age do you have to be?,age_limit,age
What is the appropriate age for my child to be able to open an account?,age_limit,appropriate age child able open account
How do I open an account for my children?,age_limit,open account child
What are the requirements to open an account for a minor?,age_limit,requirement open account minor
are there age requirements,age_limit,age requirement
Is there an age limit for opening an account?,age_limit,age limit open account
Can my 8 year old grandson open an account at the bank?,age_limit,NUM year old grandson open account bank
What is the minimum age required to open an account with your service?,age_limit,minimum age require open account service
"If I want to get an account for my daughter, can I do that?",age_limit,want account daughter
How old do you have to be to open an account?,age_limit,old open account
I have young kids. Can they use this service?,age_limit,young kid use service
Do you have an age limit?,age_limit,age limit
How old do you have to be?,age_limit,old
Could my daughter open an account?,age_limit,daughter open account
Can I open an account for my children?,age_limit,open account child
What would the age limit be?,age_limit,age limit
What are the age requirements for service?,age_limit,age requirement service
I am 16 and just started working at McDonalds can I deposit my checks at your bank?,age_limit,NUM start work mcdonald deposit check bank
Is there a possibility to open an account for my sons and daughters?,age_limit,possibility open account son daughter
Is there an age limit to get an account?,age_limit,age limit account
what is the age limit for opening a new account,age_limit,age limit open new account
Is my daughter eligible to open an account?,age_limit,daughter eligible open account
How do I set up an account for my children?,age_limit,set account child
May I get an account for my daughter?,age_limit,account daughter
What is the minimum age limit?,age_limit,minimum age limit
How old must I be to open an account?,age_limit,old open account
What is the age limit?,age_limit,age limit
Can my children have an account?,age_limit,child account
Is there any way I could open an account for my daughter?,age_limit,way open account daughter
Can I get an account for my daughter?,age_limit,account daughter
How old do you need to be to open an account?,age_limit,old need open account
Do you offer account services for children and teens?,age_limit,offer account service child teen
From which age can my kids use your service?,age_limit,age kid use service
What is the youngest age for an account?,age_limit,young age account
I have kids and I'm curious at what age could they start to use your service.,age_limit,kid m curious age start use service
At what age can I open an account?,age_limit,age open account
I'd like to open an account for my children. How can I do that?,age_limit,d like open account child
Can I open up an account for my child?,age_limit,open account child
Is there a limit for age?,age_limit,limit age
How can I open an account for my children?,age_limit,open account child
Do you have a children account available?,age_limit,child account available
At what age can my children use your service?,age_limit,age child use service
I want to open an account for my child.,age_limit,want open account child
At what age can a person open an account?,age_limit,age person open account
How old do kids have to be to open an account?,age_limit,old kid open account
What is your age limit?,age_limit,age limit
How old do my kids need to be to use your service?,age_limit,old kid need use service
I would like to get an account for my child.,age_limit,like account child
Would I be able to open an account for my daughter?,age_limit,able open account daughter
Can my teenager have an account?,age_limit,teenager account
What age do you have to be to open an account?,age_limit,age open account
How old do my kids need to be to open an account?,age_limit,old kid need open account
As my kids get older are they able to get set up with their own accounts?,age_limit,kid old able set account
Is there an age limit to when my child can use these services?,age_limit,age limit child use service
How many years old do I have to be?,age_limit,year old
Do you have a limit for someone's age?,age_limit,limit someone age
Do you have any accounts for children ?,age_limit,account child
Can my daughter make an account?,age_limit,daughter account
"I need to set up an account for my daughter, how would I do that?",age_limit,need set account daughter
How old can one use your service?,age_limit,old use service
Do you have to be 18 to make an account?,age_limit,NUM account
Would I be able to get an account for my child?,age_limit,able account child
Can I get an account for my son?,age_limit,account son
DO I have to be 18 to open an account?,age_limit,NUM open account
Am I allowed to get an account for my daughter?,age_limit,allow account daughter
My daughter needs to open account.,age_limit,daughter need open account
Can I open an account for my offspring?,age_limit,open account offspring
Do you offer account's for minors?,age_limit,offer account minor
What are the age limits for your service?,age_limit,age limit service
How old do you need to be to have an account?,age_limit,old need account
How old does my daughter need to be to have her own account?,age_limit,old daughter need account
"My son has just turned 13, is he old enough for an account?",age_limit,son turn NUM old account
Do you guys have any age restrictions?,age_limit,guy age restriction
Is there a minimum age for having an account?,age_limit,minimum age have account
How old does one need to be?,age_limit,old need
My daughter needs an acount.,age_limit,daughter need acount
What is the age requirement?,age_limit,age requirement
Is there a certain age I need to be?,age_limit,certain age need
Is my child too young to sign up?,age_limit,child young sign
Am I able to open an account for my children?,age_limit,able open account child
Can I make an account for my daughter?,age_limit,account daughter
What's the youngest I can be to open an account?,age_limit,s young open account
Do you have an age requirement when opening an account with your service?,age_limit,age requirement open account service
Is it possible for me to set up separate accounts for my kids?,age_limit,possible set separate account kid
I have exceeded the number of PIN attempts,pin_blocked,exceed number pin attempt
I mistook my pin and now I am locked.  Can you unlock me?,pin_blocked,mistook pin lock unlock
Please help me unblock my pin which I put the wrong one too many times.,pin_blocked,help unblock pin wrong time
Help me unblock my account.  I entered the PIN wrong too many times.,pin_blocked,help unblock account enter pin wrong time
"I locked myself out of my account, how do I unblock my PIN?",pin_blocked,lock account unblock pin
My PIN tries have run out. Now what?,pin_blocked,pin try run
Can I reset my PIN if it is blocked?,pin_blocked,reset pin block
"After inputting the wrong pin too many times, can you now help me unblock my pin?",pin_blocked,inputte wrong pin time help unblock pin
Where do I find PIN for my card?,pin_blocked,find pin card
Can someone help me unblock my pin?,pin_blocked,help unblock pin
I attempted to enter my pin to many times.,pin_blocked,attempt enter pin time
I forgot my PIN and now it is blocked.,pin_blocked,forget pin block
Can someone assist me with explaining how I can unblock my pin?,pin_blocked,assist explain unblock pin
"My pin needs unblocking, unblock it please?",pin_blocked,pin needs unblock unblock
What do I have to do to get my PIN unblocked?,pin_blocked,pin unblocked
I tried my PIN too many times and now my card won't work!,pin_blocked,try pin time card will not work
I entered a wrong PIN too many times. How can I fix this?,pin_blocked,enter wrong pin time fix
How can I unblock my PIN?,pin_blocked,unblock pin
When I was drunk I got my card stuck in your machine because i mis-typed my PIN. What do I need to do to get it restored?,pin_blocked,drunk get card stick machine mistype pin need restore
I cannot try my PIN anymore.,pin_blocked,try pin anymore
What's the web address to unblock my pin?,pin_blocked,s web address unblock pin
How do I make my PIN work again?,pin_blocked,pin work
What steps do I take to unblock my PIN?,pin_blocked,step unblock pin
My PIN was entered wrong and now I am blocked.  Please unblock.,pin_blocked,pin enter wrong block unblock
Can I use app to unblock my card?,pin_blocked,use app unblock card
I tried the wrong PIN too many times.,pin_blocked,try wrong pin time
Help me unblock my PIN.,pin_blocked,help unblock pin
Can I unblock my PIN in the app?,pin_blocked,unblock pin app
How can I get my PIN unblocked?,pin_blocked,pin unblocked
I forgot my PIN number.,pin_blocked,forget pin number
I tried entering my pin several times incorrectly. Why isn't my pin working?,pin_blocked,try enter pin time incorrectly not pin work
I need my PIN unlocked.,pin_blocked,need pin unlocked
I can't input my pin again.,pin_blocked,not input pin
How do I take a block off my card?,pin_blocked,block card
Will you help me unblock my pin after putting in the wrong pin too many times?,pin_blocked,help unblock pin put wrong pin time
What do I do if I forgot my PIN?,pin_blocked,forget pin
What is the process for unlocking the pin?,pin_blocked,process unlock pin
How do I go about unlocking a pin?,pin_blocked,unlock pin
"I enetered the wrong information, I need my account unblocked How do I do that?",pin_blocked,enetere wrong information need account unblocked
"My PIN is locked, how do I unlock it?",pin_blocked,pin lock unlock
I entered in the wrong PIN.  Please help me unlock my account.,pin_blocked,enter wrong pin help unlock account
"If my PIN number is rejected, how do I solve it?",pin_blocked,pin number reject solve
Why was my PIN blocked?,pin_blocked,pin block
"
I put the wrong pin too many times and now it is blocked. Can you help me unblock it?",pin_blocked,wrong pin time block help unblock
Where can I go to get my PIN unblocked?,pin_blocked,pin unblocked
What is the procedure of unblocking my PIN?,pin_blocked,procedure unblock pin
I accidentally exceeded my PIN tries.  Please advise.,pin_blocked,accidentally exceed pin try advise
"I logged in wrong and am blocked, how do I log in?",pin_blocked,log wrong block log
"While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back?",pin_blocked,drunk goof pin number machine eat card
Can you unblock my blocked pin?,pin_blocked,unblock block pin
How can I reset my darned PIN number?,pin_blocked,reset darn pin number
"My PIN is unlocked, what do I do?",pin_blocked,pin unlocked
My account is locked because I used the wrong pin too many times.  Please help.p,pin_blocked,account lock wrong pin time helpp
"My PIN can't access my card, can you help?.",pin_blocked,pin not access card help
"After putting in the wrong PIN too many times, I was blocked. Can you assist me in changing it?",pin_blocked,put wrong pin time block assist change
"
How do I unblock my PIN?",pin_blocked,unblock pin
What happens if I forget my PIN?,pin_blocked,happen forget pin
I put the wrong pin too many times and now it is blocked. Can you help me unblock it?,pin_blocked,wrong pin time block help unblock
I managed to drunken block my card :(( Help!,pin_blocked,manage drunken block card help
Why is my PIN blocked?,pin_blocked,pin block
I used my pin too many times.,pin_blocked,pin time
My PIN has been blocked.,pin_blocked,pin block
"My card got blocked, how do I reset?",pin_blocked,card get block reset
"My PIN number was incorrect, and I can't access it.",pin_blocked,pin number incorrect not access
Is there a way to reset my PIN?,pin_blocked,way reset pin
What do I do if I have exceeded all my PIN tries?,pin_blocked,exceed pin try
How do I get unblocked?,pin_blocked,unblocked
"I blocked my card by mistake, how do I unblock it?",pin_blocked,block card mistake unblock
What should I do if I exceed my PIN tries?,pin_blocked,exceed pin try
How come I got blocked for entering wrong pins?,pin_blocked,come get block enter wrong pin
What should I do if I have used all of my PIN tries?,pin_blocked,pin try
My PIN isn't working.,pin_blocked,pin not work
I forgot what my pin number is and now am blocked can you help me get in?,pin_blocked,forget pin number block help
Where am I able to get my PIN unblocked?,pin_blocked,able pin unblocked
I forgot my pin and am blocked now. Can I reset it somewhere?,pin_blocked,forget pin block reset
I must have entered my PIN wrong.,pin_blocked,enter pin wrong
I am locked out from entering my pin.,pin_blocked,lock enter pin
What do I do to unblock my PIN?,pin_blocked,unblock pin
I entered my pin wrong  too many times.,pin_blocked,enter pin wrong time
"I have used all my PIN tries, what now?",pin_blocked,pin try
Where do I go to unblock my PIN?,pin_blocked,unblock pin
What if I type in the wrong PIN too many times?,pin_blocked,type wrong pin time
What do I do if my PIN was blocked?,pin_blocked,pin block
Can I unblock my pin using the app?,pin_blocked,unblock pin app
How many times can I enter a wrong PIN before it is blocked?,pin_blocked,time enter wrong pin block
My PIN was blocked.,pin_blocked,pin block
I accidentally put in the wrong pin too many times and now I need to unblock it. Can you assist with this?,pin_blocked,accidentally wrong pin time need unblock assist
I have exceeded all my PIN tries,pin_blocked,exceed pin try
How to unblock my PIN?,pin_blocked,unblock pin
How many incorrect attempts cause card to be blocked?,pin_blocked,incorrect attempt cause card block
Guide me on how to unblock my PIN,pin_blocked,guide unblock pin
"Would you please unblock my pin? I don't know why, but it's blocked.",pin_blocked,unblock pin not know block
I have used all of my PIN tries. What should I do now?,pin_blocked,pin try
Is there a number to call to get my pin unblocked?,pin_blocked,number pin unblocked
"My PIN seems to be blocked, help me access it?",pin_blocked,pin block help access
How do I unblock my card?,pin_blocked,unblock card
I may have entered the PIN wrong and the account is blocked.  What do I have to do to get it unblocked.,pin_blocked,enter pin wrong account block unblocked
I cannot use my PIN.,pin_blocked,use pin
"My PIN got blocked, help.",pin_blocked,pin get block help
Where do I unblock my PIN?,pin_blocked,unblock pin
"I am blocked now because I entered the wrong pin, need help.",pin_blocked,block enter wrong pin need help
"My PIN has been blocked, what should I do?",pin_blocked,pin block
Too many times I entered the incorrect PIN.  How can I get my account unblocked?,pin_blocked,time enter incorrect pin account unblocked
My account is blocked because I entered the wrong pin too many times.  Help me unblock.,pin_blocked,account block enter wrong pin time help unblock
I entered the wrong pin too many times and now I think it's blocked. What do I do?,pin_blocked,enter wrong pin time think block
"I was blocked by using the wrong pin too many times, can you help me?",pin_blocked,block wrong pin time help
"My PIN is not working, can you help?",pin_blocked,pin work help
How do I unlock my account after typing in the wrong PIN too many times?,pin_blocked,unlock account type wrong pin time
I entered the pin incorrectly too many times and now it is blocked. Can you help?,pin_blocked,enter pin incorrectly time block help
Can you unblock my pin because I put the wrong one too many times.,pin_blocked,unblock pin wrong time
I need a new PIN number.,pin_blocked,need new pin number
Can you unblock my account?  I entered the PIN wrong.,pin_blocked,unblock account enter pin wrong
I tried my PIN too many times,pin_blocked,try pin time
I punched in the wrong pin too many times and I'm locked out.,pin_blocked,punch wrong pin time m lock
I can't figure out how to unblock my pin number. Can you help me?,pin_blocked,not figure unblock pin number help
Should i uninstall the app before i try it again?,contactless_not_working,uninstall app try
How come when I tried to pay contactless at the bus it didnt work?,contactless_not_working,come try pay contactless bus not work
Why is my contactless not working?,contactless_not_working,contactless work
My contactless payments don't work.,contactless_not_working,contactless payment not work
how many days processing new card?,contactless_not_working,day process new card
I'm confused. My contactless is suddenly not working anywhere that I try to use it. How do I fix it?,contactless_not_working,m confused contactless suddenly work try use fix
Would reinstalling the app solve the problem?,contactless_not_working,reinstall app solve problem
I've tried using my contactless in several locations today and it's not working anywhere. It seemed fine before. How do I get it to work again?,contactless_not_working,ve try contactless location today work fine work
What do I have to do to get the contactless to work?,contactless_not_working,contactless work
The terminal I paid at wouldn't take my card. Is something wrong?,contactless_not_working,terminal pay not card wrong
Why wasn't my contactless accepted at the metro?,contactless_not_working,not contactless accept metro
Can I make a contactless payments?,contactless_not_working,contactless payment
I can't get a contactless payment to work.,contactless_not_working,not contactless payment work
Contactless payments need to be enabled for my card.,contactless_not_working,contactless payment need enable card
Help me to set up contactless payments.,contactless_not_working,help set contactless payment
My contactless stopped working today for no good reason. It's not working no matter where I try to use it. Can you please help me fix it?,contactless_not_working,contactless stop work today good reason work matter try use help fix
I'm confused ass to why my contactless is not working.,contactless_not_working,m confused ass contactless work
I need help fixing my contactless. It's not working anywhere I go today.,contactless_not_working,need help fix contactless work today
The contactless payments are not working.,contactless_not_working,contactless payment work
how to get new card?,contactless_not_working,new card
How do I troubleshoot my contactless?,contactless_not_working,troubleshoot contactless
How can I fix my contactless?,contactless_not_working,fix contactless
Any charges applicable for new card?,contactless_not_working,charge applicable new card
I have a contactless that's broken.,contactless_not_working,contactless s break
My contactless is non-functional.,contactless_not_working,contactless nonfunctional
How can i get new card?,contactless_not_working,new card
My contactless stopped working today no matter where I try to use it. How do I get it to start working again?,contactless_not_working,contactless stop work today matter try use start work
How do I troubleshoot when contactless doesn't work?,contactless_not_working,troubleshoot contactless not work
How can I fix my card if the contactless function didn't work this morning?,contactless_not_working,fix card contactless function not work morning
"I was trying to use contactless earlier, but it didn't work.",contactless_not_working,try use contactless early not work
Why wouldn't my contactless work for the metro?,contactless_not_working,not contactless work metro
Are my contactless settings correct? I tried to use it today but it wasn't working.,contactless_not_working,contactless setting correct try use today not work
I am having problems with my contactless.,contactless_not_working,have problem contactless
"I am having issues using contactless payments, could my card be damaged?",contactless_not_working,have issue contactless payment card damage
"What is the reason when I tried to pay contactless at the bus, it didnt work?",contactless_not_working,reason try pay contactless bus not work
Is there a top up fee for transfer?,top_up_by_bank_transfer_charge,fee transfer
Will there be a charge for topping up by account with a SEPA transfer?,top_up_by_bank_transfer_charge,charge top account sepa transfer
What are the charges for receiving a SEPA transfer?,top_up_by_bank_transfer_charge,charge receive sepa transfer
Is there a charge for SEPA transfers?,top_up_by_bank_transfer_charge,charge sepa transfer
Will I be charged a fee for a SEPA transfer?,top_up_by_bank_transfer_charge,charge fee sepa transfer
What is the fee to top-up my account,top_up_by_bank_transfer_charge,fee topup account
Will you guys charge me for topping up by transfer?,top_up_by_bank_transfer_charge,guy charge top transfer
Can you tell me the cost of a transfer?,top_up_by_bank_transfer_charge,tell cost transfer
Do you receive SWIFT transfers?,top_up_by_bank_transfer_charge,receive swift transfer
What is the charge for receiving a SEPA transfer?,top_up_by_bank_transfer_charge,charge receive sepa transfer
Will I receive all the money sent to my account by SEPA transfer?,top_up_by_bank_transfer_charge,receive money send account sepa transfer
Am I going to see a charge for a SEPA transfer?,top_up_by_bank_transfer_charge,go charge sepa transfer
Can I do a SWIFT transfer?,top_up_by_bank_transfer_charge,swift transfer
What would I be charged in receiving a SEPA transfer?,top_up_by_bank_transfer_charge,charge receive sepa transfer
How much is it to receive money?,top_up_by_bank_transfer_charge,receive money
Is there a charge for using transfers for top ups?,top_up_by_bank_transfer_charge,charge transfer up
"If someone sends me money, will I be charged?",top_up_by_bank_transfer_charge,send money charge
Do you accept SWIFT transfers?,top_up_by_bank_transfer_charge,accept swift transfer
Am I charged for receiving money?,top_up_by_bank_transfer_charge,charge receive money
Will I be charged for topping up by transfer?,top_up_by_bank_transfer_charge,charge top transfer
Will I be charged any fee for receiving money?,top_up_by_bank_transfer_charge,charge fee receive money
Are there fees for receiving a SEPA transfer?,top_up_by_bank_transfer_charge,fee receive sepa transfer
Is there a fee to top up by bank transfers?,top_up_by_bank_transfer_charge,fee bank transfer
Do you offer SWIFT transfers?,top_up_by_bank_transfer_charge,offer swift transfer
Will I be charged for a top off transfer?,top_up_by_bank_transfer_charge,charge transfer
Will I be charged for receiving money?,top_up_by_bank_transfer_charge,charge receive money
To receive money are there charges?,top_up_by_bank_transfer_charge,receive money charge
Will there be a charge when money is added to my account?,top_up_by_bank_transfer_charge,charge money add account
What are the fees associated with top up via transfer?,top_up_by_bank_transfer_charge,fee associate transfer
Can I use SWIFT transfers?,top_up_by_bank_transfer_charge,use swift transfer
How much does a transfer cost?,top_up_by_bank_transfer_charge,transfer cost
Is there a fee for a SEPA transfer,top_up_by_bank_transfer_charge,fee sepa transfer
why do you charge for transfers?,top_up_by_bank_transfer_charge,charge transfer
Is there a fee to make a transfer?,top_up_by_bank_transfer_charge,fee transfer
What is the charge to make a transfer,top_up_by_bank_transfer_charge,charge transfer
"If I were to transfer, what would the cost be?",top_up_by_bank_transfer_charge,transfer cost
Does it cost anything to transfer money for a top-up?,top_up_by_bank_transfer_charge,cost transfer money topup
Will I be fined for topping up by transfer?,top_up_by_bank_transfer_charge,fine top transfer
what is the price of a transfer?,top_up_by_bank_transfer_charge,price transfer
If I top-up by using a trasfer are there charges that applied?,top_up_by_bank_transfer_charge,topup trasfer charge apply
Do I get charged if I get money?,top_up_by_bank_transfer_charge,charge money
Would I be able to use SWIFT transfers?,top_up_by_bank_transfer_charge,able use swift transfer
Are there any charges for receiving money?,top_up_by_bank_transfer_charge,charge receive money
how much will I be charged for making a transfer?,top_up_by_bank_transfer_charge,charge make transfer
For topping-up is there a charge?,top_up_by_bank_transfer_charge,toppingup charge
Can I transfer money using the SWIFT service?,top_up_by_bank_transfer_charge,transfer money swift service
Is there a charge for transfers?,top_up_by_bank_transfer_charge,charge transfer
is there a fee for swift transfer,top_up_by_bank_transfer_charge,fee swift transfer
How much does it cost to top up by transfer?,top_up_by_bank_transfer_charge,cost transfer
What are the fees for using transfer to top off my account?,top_up_by_bank_transfer_charge,fee transfer account
Do you charge anything for topping up?,top_up_by_bank_transfer_charge,charge top
Are SWIFT Transfers available at this bank?,top_up_by_bank_transfer_charge,swift transfer available bank
"If I were to do a transfer, what is the rate for that?",top_up_by_bank_transfer_charge,transfer rate
How much do I need to pay for a transfer?,top_up_by_bank_transfer_charge,need pay transfer
Is there a charge for getting my money?,top_up_by_bank_transfer_charge,charge get money
Does this program take SWIFT transfers?,top_up_by_bank_transfer_charge,program swift transfer
What does it cost to receive a SEPA transfer?,top_up_by_bank_transfer_charge,cost receive sepa transfer
